time_period,geographic_level,region_code,region_name,new_la_code,la_name,entitlement_type,age,number_children,number_eligible_children,percentage_eligible_children,number_children_dis,number_children_sen,percentage_children_sen
2018-01-01,Local authority,E12000003,Yorkshire and The Humber,E08000036,Wakefield,15-hour entitlement,4-year-olds,4208,4252,99.0,,398,9.5
2018-01-01,Local authority,E12000005,West Midlands,E08000030,Walsall,15-hour entitlement,4-year-olds,3829,3878,98.7,,327,8.5
2018-01-01,Local authority,E13000002,Outer London,E09000031,Waltham Forest,15-hour entitlement,4-year-olds,3700,4190,88.3,,411,11.1
2018-01-01,Local authority,E13000001,Inner London,E09000032,Wandsworth,15-hour entitlement,4-year-olds,3673,4249,86.5,,233,6.3
2018-01-01,Local authority,E12000002,North West,E06000007,Warrington,15-hour entitlement,4-year-olds,2519,2520,100.0,,146,5.8
2018-01-01,Local authority,E12000005,West Midlands,E10000031,Warwickshire,15-hour entitlement,4-year-olds,6616,6432,102.9,,494,7.5
2018-01-01,Local authority,E12000008,South East,E06000037,West Berkshire,15-hour entitlement,4-year-olds,1888,1906,99.1,,88,4.7
2018-01-01,Local authority,E12000008,South East,E10000032,West Sussex,15-hour entitlement,4-year-olds,9516,9743,97.7,,674,7.1
2018-01-01,Local authority,E13000001,Inner London,E09000033,Westminster,15-hour entitlement,4-year-olds,1496,2703,55.4,,144,9.6
2018-01-01,Local authority,E12000002,North West,E08000010,Wigan,15-hour entitlement,4-year-olds,3656,3747,97.6,,360,9.8
2018-01-01,Local authority,E12000009,South West,E06000054,Wiltshire,15-hour entitlement,4-year-olds,5452,5802,94.0,,455,8.3
2018-01-01,Local authority,E12000008,South East,E06000040,Windsor and Maidenhead,15-hour entitlement,4-year-olds,1790,1789,100.0,,100,5.6
2018-01-01,Local authority,E12000002,North West,E08000015,Wirral,15-hour entitlement,4-year-olds,3733,3820,97.7,,325,8.7
2018-01-01,Local authority,E12000008,South East,E06000041,Wokingham,15-hour entitlement,4-year-olds,2182,2149,101.5,,157,7.2
2018-01-01,Local authority,E12000005,West Midlands,E08000031,Wolverhampton,15-hour entitlement,4-year-olds,3489,3682,94.8,,354,10.1
2018-01-01,Local authority,E12000005,West Midlands,E10000034,Worcestershire,15-hour entitlement,4-year-olds,6419,6580,97.6,,815,12.7
2018-01-01,Local authority,E12000003,Yorkshire and The Humber,E06000014,York,15-hour entitlement,4-year-olds,2044,2047,99.9,,113,5.5
2019-01-01,Local authority,E13000002,Outer London,E09000002,Barking and Dagenham,15-hour entitlement,4-year-olds,3496,3868,90.4,,398,11.4
2019-01-01,Local authority,E13000002,Outer London,E09000003,Barnet,15-hour entitlement,4-year-olds,4468,5285,84.5,,390,8.7
2019-01-01,Local authority,E12000003,Yorkshire and The Humber,E08000016,Barnsley,15-hour entitlement,4-year-olds,2815,2886,97.5,,198,7.0
2019-01-01,Local authority,E12000009,South West,E06000022,Bath and North East Somerset,15-hour entitlement,4-year-olds,1891,1961,96.4,,154,8.1
2019-01-01,Local authority,E12000006,East of England,E06000055,Bedford,15-hour entitlement,4-year-olds,2343,2325,100.8,,161,6.9
2019-01-01,Local authority,E13000002,Outer London,E09000004,Bexley,15-hour entitlement,4-year-olds,3140,3278,95.8,,272,8.7
2019-01-01,Local authority,E12000005,West Midlands,E08000025,Birmingham,15-hour entitlement,4-year-olds,15791,16842,93.8,,1791,11.3
2019-01-01,Local authority,E12000002,North West,E06000008,Blackburn with Darwen,15-hour entitlement,4-year-olds,2117,2142,98.8,,297,14.0
2019-01-01,Local authority,E12000002,North West,E06000009,Blackpool,15-hour entitlement,4-year-olds,1720,1700,101.2,,235,13.7
2019-01-01,Local authority,E12000002,North West,E08000001,Bolton,15-hour entitlement,4-year-olds,3986,3935,101.3,,395,9.9
2019-01-01,Local authority,E12000009,South West,E06000028,Bournemouth,15-hour entitlement,4-year-olds,2003,2236,89.6,,173,8.6
2019-01-01,Local authority,E12000008,South East,E06000036,Bracknell Forest,15-hour entitlement,4-year-olds,1426,1531,93.2,,67,4.7
2019-01-01,Local authority,E12000003,Yorkshire and The Humber,E08000032,Bradford,15-hour entitlement,4-year-olds,7782,8193,95.0,,848,10.9
2019-01-01,Local authority,E13000002,Outer London,E09000005,Brent,15-hour entitlement,4-year-olds,3776,4846,77.9,,323,8.6
2019-01-01,Local authority,E12000008,South East,E06000043,Brighton and Hove,15-hour entitlement,4-year-olds,2759,2787,99.0,,228,8.3
2019-01-01,Local authority,E12000009,South West,E06000023,"Bristol, City of",15-hour entitlement,4-year-olds,5492,5754,95.4,,489,8.9
2019-01-01,Local authority,E13000002,Outer London,E09000006,Bromley,15-hour entitlement,4-year-olds,4221,4316,97.8,,381,9.0
2019-01-01,Local authority,E12000008,South East,E10000002,Buckinghamshire,15-hour entitlement,4-year-olds,6213,6828,91.0,,477,7.7
2019-01-01,Local authority,E12000002,North West,E08000002,Bury,15-hour entitlement,4-year-olds,2332,2424,96.2,,197,8.4
2019-01-01,Local authority,E12000003,Yorkshire and The Humber,E08000033,Calderdale,15-hour entitlement,4-year-olds,2718,2582,105.3,,184,6.8
2019-01-01,Local authority,E12000006,East of England,E10000003,Cambridgeshire,15-hour entitlement,4-year-olds,7262,7717,94.1,,485,6.7
2019-01-01,Local authority,E13000001,Inner London,E09000007,Camden,15-hour entitlement,4-year-olds,1808,2923,61.9,,176,9.7
2019-01-01,Local authority,E12000006,East of England,E06000056,Central Bedfordshire,15-hour entitlement,4-year-olds,3577,3692,96.9,,303,8.5
2019-01-01,Local authority,E12000002,North West,E06000049,Cheshire East,15-hour entitlement,4-year-olds,4092,4121,99.3,,160,3.9
2019-01-01,Local authority,E12000002,North West,E06000050,Cheshire West and Chester,15-hour entitlement,4-year-olds,3969,3823,103.8,,288,7.3
2019-01-01,Local authority,E13000001,Inner London,E09000001,City of London,15-hour entitlement,4-year-olds,43,103,41.7,,6,14.0
2019-01-01,Local authority,E12000009,South West,E06000052,Cornwall,15-hour entitlement,4-year-olds,5795,5974,97.0,,391,6.7
2019-01-01,Local authority,E12000001,North East,E06000047,County Durham,15-hour entitlement,4-year-olds,5433,5672,95.8,,491,9.0
2019-01-01,Local authority,E12000005,West Midlands,E08000026,Coventry,15-hour entitlement,4-year-olds,4437,4709,94.2,,329,7.4
2019-01-01,Local authority,E13000002,Outer London,E09000008,Croydon,15-hour entitlement,4-year-olds,4846,5457,88.8,,359,7.4
2019-01-01,Local authority,E12000002,North West,E10000006,Cumbria,15-hour entitlement,4-year-olds,4924,5004,98.4,,361,7.3
2019-01-01,Local authority,E12000001,North East,E06000005,Darlington,15-hour entitlement,4-year-olds,1195,1237,96.6,,115,9.6
2019-01-01,Local authority,E12000004,East Midlands,E06000015,Derby,15-hour entitlement,4-year-olds,3390,3467,97.8,,348,10.3
2019-01-01,Local authority,E12000004,East Midlands,E10000007,Derbyshire,15-hour entitlement,4-year-olds,8264,8284,99.8,,732,8.9
2019-01-01,Local authority,E12000009,South West,E10000008,Devon,15-hour entitlement,4-year-olds,7848,7884,99.5,,677,8.6
2019-01-01,Local authority,E12000003,Yorkshire and The Humber,E08000017,Doncaster,15-hour entitlement,4-year-olds,3556,3760,94.6,,242,6.8
2019-01-01,Local authority,E12000009,South West,E10000009,Dorset,15-hour entitlement,4-year-olds,3837,3892,98.6,,372,9.7
2019-01-01,Local authority,E12000005,West Midlands,E08000027,Dudley,15-hour entitlement,4-year-olds,3833,3900,98.3,,426,11.1
2019-01-01,Local authority,E13000002,Outer London,E09000009,Ealing,15-hour entitlement,4-year-olds,4684,4980,94.1,,488,10.4
2019-01-01,Local authority,E12000003,Yorkshire and The Humber,E06000011,East Riding of Yorkshire,15-hour entitlement,4-year-olds,3455,3311,104.4,,195,5.6
2019-01-01,Local authority,E12000008,South East,E10000011,East Sussex,15-hour entitlement,4-year-olds,5388,5723,94.1,,371,6.9
2019-01-01,Local authority,E13000002,Outer London,E09000010,Enfield,15-hour entitlement,4-year-olds,4322,4903,88.1,,357,8.3
2019-01-01,Local authority,E12000006,East of England,E10000012,Essex,15-hour entitlement,4-year-olds,17437,17735,98.3,,1115,6.4
2019-01-01,Local authority,E12000001,North East,E08000037,Gateshead,15-hour entitlement,4-year-olds,2247,2258,99.5,,192,8.5
2019-01-01,Local authority,E12000009,South West,E10000013,Gloucestershire,15-hour entitlement,4-year-olds,6961,7169,97.1,,489,7.0
2019-01-01,Local authority,E13000002,Outer London,E09000011,Greenwich,15-hour entitlement,4-year-olds,3713,4312,86.1,,462,12.4
2019-01-01,Local authority,E13000001,Inner London,E09000012,Hackney,15-hour entitlement,4-year-olds,3517,3917,89.8,,276,7.8
2019-01-01,Local authority,E12000002,North West,E06000006,Halton,15-hour entitlement,4-year-olds,1487,1587,93.7,,147,9.9
2019-01-01,Local authority,E13000001,Inner London,E09000013,Hammersmith and Fulham,15-hour entitlement,4-year-olds,1785,2195,81.3,,195,10.9
2019-01-01,Local authority,E12000008,South East,E10000014,Hampshire,15-hour entitlement,4-year-olds,15314,15621,98.0,,1152,7.5
2019-01-01,Local authority,E13000001,Inner London,E09000014,Haringey,15-hour entitlement,4-year-olds,3022,3679,82.1,,325,10.8
2019-01-01,Local authority,E13000002,Outer London,E09000015,Harrow,15-hour entitlement,4-year-olds,3248,3485,93.2,,308,9.5
2019-01-01,Local authority,E12000001,North East,E06000001,Hartlepool,15-hour entitlement,4-year-olds,1060,1094,96.9,,102,9.6
2019-01-01,Local authority,E13000002,Outer London,E09000016,Havering,15-hour entitlement,4-year-olds,3306,3435,96.2,,227,6.9
2019-01-01,Local authority,E12000005,West Midlands,E06000019,"Herefordshire, County of",15-hour entitlement,4-year-olds,1847,1946,94.9,,152,8.2
2019-01-01,Local authority,E12000006,East of England,E10000015,Hertfordshire,15-hour entitlement,4-year-olds,14449,15385,93.9,,1175,8.1
2019-01-01,Local authority,E13000002,Outer London,E09000017,Hillingdon,15-hour entitlement,4-year-olds,4292,4607,93.2,,409,9.5
2019-01-01,Local authority,E13000002,Outer London,E09000018,Hounslow,15-hour entitlement,4-year-olds,3548,4018,88.3,,430,12.1
2019-01-01,Local authority,E12000008,South East,E06000046,Isle of Wight,15-hour entitlement,4-year-olds,1363,1415,96.3,,98,7.2
2019-01-01,Local authority,E12000009,South West,E06000053,Isles of Scilly,15-hour entitlement,4-year-olds,24,28,85.6,,0,0.0
2019-01-01,Local authority,E13000001,Inner London,E09000019,Islington,15-hour entitlement,4-year-olds,2089,2517,83.0,,272,13.0
2019-01-01,Local authority,E13000001,Inner London,E09000020,Kensington and Chelsea,15-hour entitlement,4-year-olds,1339,1674,80.0,,103,7.7
2019-01-01,Local authority,E12000008,South East,E10000016,Kent,15-hour entitlement,4-year-olds,18122,18978,95.5,,1326,7.3
2019-01-01,Local authority,E12000003,Yorkshire and The Humber,E06000010,"Kingston upon Hull, City of",15-hour entitlement,4-year-olds,3305,3447,95.9,,323,9.8
2019-01-01,Local authority,E13000002,Outer London,E09000021,Kingston upon Thames,15-hour entitlement,4-year-olds,2094,2372,88.3,,137,6.5
2019-01-01,Local authority,E12000003,Yorkshire and The Humber,E08000034,Kirklees,15-hour entitlement,4-year-olds,5276,5658,93.2,,397,7.5
2019-01-01,Local authority,E12000002,North West,E08000011,Knowsley,15-hour entitlement,4-year-olds,1894,2008,94.3,,152,8.0
2019-01-01,Local authority,E13000001,Inner London,E09000022,Lambeth,15-hour entitlement,4-year-olds,3270,3775,86.6,,251,7.7
2019-01-01,Local authority,E12000002,North West,E10000017,Lancashire,15-hour entitlement,4-year-olds,13819,14036,98.5,,974,7.0
2019-01-01,Local authority,E12000003,Yorkshire and The Humber,E08000035,Leeds,15-hour entitlement,4-year-olds,10146,10197,99.5,,1155,11.4
2019-01-01,Local authority,E12000004,East Midlands,E06000016,Leicester,15-hour entitlement,4-year-olds,4885,5090,96.0,,383,7.8
2019-01-01,Local authority,E12000004,East Midlands,E10000018,Leicestershire,15-hour entitlement,4-year-olds,7600,7591,100.1,,357,4.7
2019-01-01,Local authority,E13000001,Inner London,E09000023,Lewisham,15-hour entitlement,4-year-olds,3625,4223,85.8,,319,8.8
2019-01-01,Local authority,E12000004,East Midlands,E10000019,Lincolnshire,15-hour entitlement,4-year-olds,8113,8364,97.0,,613,7.6
2019-01-01,Local authority,E12000002,North West,E08000012,Liverpool,15-hour entitlement,4-year-olds,5609,5900,95.1,,669,11.9
2019-01-01,Local authority,E12000006,East of England,E06000032,Luton,15-hour entitlement,4-year-olds,3241,3567,90.9,,300,9.3
2019-01-01,Local authority,E12000002,North West,E08000003,Manchester,15-hour entitlement,4-year-olds,7224,7634,94.6,,695,9.6
2019-01-01,Local authority,E12000008,South East,E06000035,Medway,15-hour entitlement,4-year-olds,3474,3742,92.8,,284,8.2
2019-01-01,Local authority,E13000002,Outer London,E09000024,Merton,15-hour entitlement,4-year-olds,2498,2962,84.3,,225,9.0
2019-01-01,Local authority,E12000001,North East,E06000002,Middlesbrough,15-hour entitlement,4-year-olds,1982,1969,100.7,,195,9.8
2019-01-01,Local authority,E12000008,South East,E06000042,Milton Keynes,15-hour entitlement,4-year-olds,3635,3952,92.0,,300,8.3
2019-01-01,Local authority,E12000001,North East,E08000021,Newcastle upon Tyne,15-hour entitlement,4-year-olds,3240,3327,97.4,,290,9.0
2019-01-01,Local authority,E13000001,Inner London,E09000025,Newham,15-hour entitlement,4-year-olds,4819,5576,86.4,,531,11.0
2019-01-01,Local authority,E12000006,East of England,E10000020,Norfolk,15-hour entitlement,4-year-olds,9321,9590,97.2,,710,7.6
2019-01-01,Local authority,E12000003,Yorkshire and The Humber,E06000012,North East Lincolnshire,15-hour entitlement,4-year-olds,1971,1987,99.2,,128,6.5
2019-01-01,Local authority,E12000003,Yorkshire and The Humber,E06000013,North Lincolnshire,15-hour entitlement,4-year-olds,1793,1903,94.2,,153,8.5
2019-01-01,Local authority,E12000009,South West,E06000024,North Somerset,15-hour entitlement,4-year-olds,2374,2395,99.1,,121,5.1
2019-01-01,Local authority,E12000001,North East,E08000022,North Tyneside,15-hour entitlement,4-year-olds,2370,2350,100.8,,233,9.8
2019-01-01,Local authority,E12000003,Yorkshire and The Humber,E10000023,North Yorkshire,15-hour entitlement,4-year-olds,6057,6247,97.0,,356,5.9
2019-01-01,Local authority,E12000004,East Midlands,E10000021,Northamptonshire,15-hour entitlement,4-year-olds,9203,9793,94.0,,561,6.1
2019-01-01,Local authority,E12000001,North East,E06000057,Northumberland,15-hour entitlement,4-year-olds,3282,3020,108.7,,344,10.5
2019-01-01,Local authority,E12000004,East Midlands,E06000018,Nottingham,15-hour entitlement,4-year-olds,3808,4149,91.8,,301,7.9
2019-01-01,Local authority,E12000004,East Midlands,E10000024,Nottinghamshire,15-hour entitlement,4-year-olds,9321,9315,100.1,,563,6.0
2019-01-01,Local authority,E12000002,North West,E08000004,Oldham,15-hour entitlement,4-year-olds,3365,3452,97.5,,324,9.6
2019-01-01,Local authority,E12000008,South East,E10000025,Oxfordshire,15-hour entitlement,4-year-olds,7656,8068,94.9,,544,7.1
2019-01-01,Local authority,E12000006,East of England,E06000031,Peterborough,15-hour entitlement,4-year-olds,3023,3316,91.2,,194,6.4
2019-01-01,Local authority,E12000009,South West,E06000026,Plymouth,15-hour entitlement,4-year-olds,2935,3092,94.9,,328,11.2
2019-01-01,Local authority,E12000009,South West,E06000029,Poole,15-hour entitlement,4-year-olds,1608,1659,96.9,,139,8.6
2019-01-01,Local authority,E12000008,South East,E06000044,Portsmouth,15-hour entitlement,4-year-olds,2499,2635,94.8,,208,8.3
2019-01-01,Local authority,E12000008,South East,E06000038,Reading,15-hour entitlement,4-year-olds,2019,2298,87.9,,170,8.4
2019-01-01,Local authority,E13000002,Outer London,E09000026,Redbridge,15-hour entitlement,4-year-olds,4322,4404,98.1,,298,6.9
2019-01-01,Local authority,E12000001,North East,E06000003,Redcar and Cleveland,15-hour entitlement,4-year-olds,1477,1525,96.8,,153,10.4
2019-01-01,Local authority,E13000002,Outer London,E09000027,Richmond upon Thames,15-hour entitlement,4-year-olds,2736,2599,105.3,,106,3.9
2019-01-01,Local authority,E12000002,North West,E08000005,Rochdale,15-hour entitlement,4-year-olds,2911,3062,95.1,,288,9.9
2019-01-01,Local authority,E12000003,Yorkshire and The Humber,E08000018,Rotherham,15-hour entitlement,4-year-olds,3133,3213,97.5,,381,12.2
2019-01-01,Local authority,E12000004,East Midlands,E06000017,Rutland,15-hour entitlement,4-year-olds,390,381,102.2,,18,4.6
2019-01-01,Local authority,E12000002,North West,E08000006,Salford,15-hour entitlement,4-year-olds,3493,3454,101.1,,483,13.8
2019-01-01,Local authority,E12000005,West Midlands,E08000028,Sandwell,15-hour entitlement,4-year-olds,4655,4773,97.5,,409,8.8
2019-01-01,Local authority,E12000002,North West,E08000014,Sefton,15-hour entitlement,4-year-olds,2934,3034,96.7,,238,8.1
2019-01-01,Local authority,E12000003,Yorkshire and The Humber,E08000019,Sheffield,15-hour entitlement,4-year-olds,6328,6570,96.3,,759,12.0
2019-01-01,Local authority,E12000005,West Midlands,E06000051,Shropshire,15-hour entitlement,4-year-olds,3017,3063,98.5,,215,7.1
2019-01-01,Local authority,E12000008,South East,E06000039,Slough,15-hour entitlement,4-year-olds,2352,2590,90.8,,246,10.5
2019-01-01,Local authority,E12000005,West Midlands,E08000029,Solihull,15-hour entitlement,4-year-olds,2865,2602,110.1,,280,9.8
2019-01-01,Local authority,E12000009,South West,E10000027,Somerset,15-hour entitlement,4-year-olds,5902,6061,97.4,,357,6.0
2019-01-01,Local authority,E12000009,South West,E06000025,South Gloucestershire,15-hour entitlement,4-year-olds,3408,3351,101.7,,228,6.7
2019-01-01,Local authority,E12000001,North East,E08000023,South Tyneside,15-hour entitlement,4-year-olds,1668,1667,100.0,,217,13.0
2019-01-01,Local authority,E12000008,South East,E06000045,Southampton,15-hour entitlement,4-year-olds,2920,3221,90.7,,359,12.3
2019-01-01,Local authority,E12000006,East of England,E06000033,Southend-on-Sea,15-hour entitlement,4-year-olds,2184,2275,96.0,,154,7.1
2019-01-01,Local authority,E13000001,Inner London,E09000028,Southwark,15-hour entitlement,4-year-olds,3300,4049,81.5,,378,11.5
2019-01-01,Local authority,E12000002,North West,E08000013,St. Helens,15-hour entitlement,4-year-olds,2021,2077,97.3,,158,7.8
2019-01-01,Local authority,E12000005,West Midlands,E10000028,Staffordshire,15-hour entitlement,4-year-olds,9453,9120,103.7,,477,5.0
2019-01-01,Local authority,E12000002,North West,E08000007,Stockport,15-hour entitlement,4-year-olds,3604,3650,98.7,,259,7.2
2019-01-01,Local authority,E12000001,North East,E06000004,Stockton-on-Tees,15-hour entitlement,4-year-olds,2472,2447,101.0,,191,7.7
2019-01-01,Local authority,E12000005,West Midlands,E06000021,Stoke-on-Trent,15-hour entitlement,4-year-olds,3319,3542,93.7,,383,11.5
2019-01-01,Local authority,E12000006,East of England,E10000029,Suffolk,15-hour entitlement,4-year-olds,8016,8371,95.8,,564,7.0
2019-01-01,Local authority,E12000001,North East,E08000024,Sunderland,15-hour entitlement,4-year-olds,2892,3038,95.2,,342,11.8
2019-01-01,Local authority,E12000008,South East,E10000030,Surrey,15-hour entitlement,4-year-olds,14076,14629,96.2,,1168,8.3
2019-01-01,Local authority,E13000002,Outer London,E09000029,Sutton,15-hour entitlement,4-year-olds,2535,2833,89.5,,217,8.6
2019-01-01,Local authority,E12000009,South West,E06000030,Swindon,15-hour entitlement,4-year-olds,2962,2962,100.0,,210,7.1
2019-01-01,Local authority,E12000002,North West,E08000008,Tameside,15-hour entitlement,4-year-olds,2968,2934,101.2,,251,8.5
2019-01-01,Local authority,E12000005,West Midlands,E06000020,Telford and Wrekin,15-hour entitlement,4-year-olds,2208,2294,96.3,,204,9.2
2019-01-01,Local authority,E12000006,East of England,E06000034,Thurrock,15-hour entitlement,4-year-olds,2427,2648,91.7,,151,6.2
2019-01-01,Local authority,E12000009,South West,E06000027,Torbay,15-hour entitlement,4-year-olds,1449,1472,98.5,,170,11.7
2019-01-01,Local authority,E13000001,Inner London,E09000030,Tower Hamlets,15-hour entitlement,4-year-olds,3548,4318,82.2,,459,12.9
2019-01-01,Local authority,E12000002,North West,E08000009,Trafford,15-hour entitlement,4-year-olds,3012,3062,98.4,,202,6.7
2019-01-01,Local authority,E12000003,Yorkshire and The Humber,E08000036,Wakefield,15-hour entitlement,4-year-olds,4094,4230,96.8,,356,8.7
2019-01-01,Local authority,E12000005,West Midlands,E08000030,Walsall,15-hour entitlement,4-year-olds,3851,3966,97.1,,350,9.1
2019-01-01,Local authority,E13000002,Outer London,E09000031,Waltham Forest,15-hour entitlement,4-year-olds,3637,4186,86.9,,403,11.1
2019-01-01,Local authority,E13000001,Inner London,E09000032,Wandsworth,15-hour entitlement,4-year-olds,3670,4225,86.9,,271,7.4
2019-01-01,Local authority,E12000002,North West,E06000007,Warrington,15-hour entitlement,4-year-olds,2446,2507,97.6,,124,5.1
2019-01-01,Local authority,E12000005,West Midlands,E10000031,Warwickshire,15-hour entitlement,4-year-olds,6487,6449,100.6,,470,7.2
2019-01-01,Local authority,E12000008,South East,E06000037,West Berkshire,15-hour entitlement,4-year-olds,1937,1883,102.9,,102,5.3
2019-01-01,Local authority,E12000008,South East,E10000032,West Sussex,15-hour entitlement,4-year-olds,9255,9843,94.0,,731,7.9
2019-01-01,Local authority,E13000001,Inner London,E09000033,Westminster,15-hour entitlement,4-year-olds,1470,2794,52.6,,129,8.8
2019-01-01,Local authority,E12000002,North West,E08000010,Wigan,15-hour entitlement,4-year-olds,3608,3770,95.7,,329,9.1
2019-01-01,Local authority,E12000009,South West,E06000054,Wiltshire,15-hour entitlement,4-year-olds,5535,5751,96.2,,508,9.2
2019-01-01,Local authority,E12000008,South East,E06000040,Windsor and Maidenhead,15-hour entitlement,4-year-olds,1780,1777,100.1,,152,8.5
2019-01-01,Local authority,E12000002,North West,E08000015,Wirral,15-hour entitlement,4-year-olds,3669,3760,97.6,,338,9.2
2019-01-01,Local authority,E12000008,South East,E06000041,Wokingham,15-hour entitlement,4-year-olds,2223,2084,106.7,,165,7.4
2019-01-01,Local authority,E12000005,West Midlands,E08000031,Wolverhampton,15-hour entitlement,4-year-olds,3419,3713,92.1,,351,10.3
2019-01-01,Local authority,E12000005,West Midlands,E10000034,Worcestershire,15-hour entitlement,4-year-olds,6416,6525,98.3,,908,14.2
2019-01-01,Local authority,E12000003,Yorkshire and The Humber,E06000014,York,15-hour entitlement,4-year-olds,2054,2021,101.6,,106,5.2
2020-01-01,Local authority,E13000002,Outer London,E09000002,Barking and Dagenham,15-hour entitlement,4-year-olds,3543,3907,90.7,,355,10.0
2020-01-01,Local authority,E13000002,Outer London,E09000003,Barnet,15-hour entitlement,4-year-olds,4556,5363,85.0,,387,8.5
2020-01-01,Local authority,E12000003,Yorkshire and The Humber,E08000016,Barnsley,15-hour entitlement,4-year-olds,2803,2904,96.5,,184,6.6
2020-01-01,Local authority,E12000009,South West,E06000022,Bath and North East Somerset,15-hour entitlement,4-year-olds,1999,1999,100.0,,220,11.0
2020-01-01,Local authority,E12000006,East of England,E06000055,Bedford,15-hour entitlement,4-year-olds,2292,2359,97.1,,162,7.1
2020-01-01,Local authority,E13000002,Outer London,E09000004,Bexley,15-hour entitlement,4-year-olds,3181,3223,98.7,,237,7.5
2020-01-01,Local authority,E12000005,West Midlands,E08000025,Birmingham,15-hour entitlement,4-year-olds,15518,16694,93.0,,1807,11.6
2020-01-01,Local authority,E12000002,North West,E06000008,Blackburn with Darwen,15-hour entitlement,4-year-olds,2089,2205,94.7,,325,15.6
2020-01-01,Local authority,E12000002,North West,E06000009,Blackpool,15-hour entitlement,4-year-olds,1583,1684,94.0,,259,16.4
2020-01-01,Local authority,E12000002,North West,E08000001,Bolton,15-hour entitlement,4-year-olds,3926,3974,98.8,,397,10.1
2020-01-01,Local authority,E12000009,South West,E06000058,"Bournemouth, Christchurch and Poole",15-hour entitlement,4-year-olds,3996,4293,93.1,,451,11.3
2020-01-01,Local authority,E12000008,South East,E06000036,Bracknell Forest,15-hour entitlement,4-year-olds,1407,1505,93.5,,110,7.8
2020-01-01,Local authority,E12000003,Yorkshire and The Humber,E08000032,Bradford,15-hour entitlement,4-year-olds,7679,8142,94.3,,764,9.9
2020-01-01,Local authority,E13000002,Outer London,E09000005,Brent,15-hour entitlement,4-year-olds,3772,4844,77.9,,352,9.3
2020-01-01,Local authority,E12000008,South East,E06000043,Brighton and Hove,15-hour entitlement,4-year-olds,2679,2816,95.1,,199,7.4
2020-01-01,Local authority,E12000009,South West,E06000023,"Bristol, City of",15-hour entitlement,4-year-olds,5319,5710,93.2,,467,8.8
2020-01-01,Local authority,E13000002,Outer London,E09000006,Bromley,15-hour entitlement,4-year-olds,4346,4341,100.1,,367,8.4
2020-01-01,Local authority,E12000008,South East,E10000002,Buckinghamshire,15-hour entitlement,4-year-olds,6325,6908,91.6,,556,8.8
2020-01-01,Local authority,E12000002,North West,E08000002,Bury,15-hour entitlement,4-year-olds,2350,2442,96.2,,231,9.8
2020-01-01,Local authority,E12000003,Yorkshire and The Humber,E08000033,Calderdale,15-hour entitlement,4-year-olds,2581,2596,99.4,,204,7.9
2020-01-01,Local authority,E12000006,East of England,E10000003,Cambridgeshire,15-hour entitlement,4-year-olds,7502,7839,95.7,,476,6.3
2020-01-01,Local authority,E13000001,Inner London,E09000007,Camden,15-hour entitlement,4-year-olds,1743,3002,58.1,,196,11.2
2020-01-01,Local authority,E12000006,East of England,E06000056,Central Bedfordshire,15-hour entitlement,4-year-olds,3618,3754,96.4,,284,7.8
2020-01-01,Local authority,E12000002,North West,E06000049,Cheshire East,15-hour entitlement,4-year-olds,4135,4258,97.1,,183,4.4
2020-01-01,Local authority,E12000002,North West,E06000050,Cheshire West and Chester,15-hour entitlement,4-year-olds,3955,3840,103.0,,286,7.2
2020-01-01,Local authority,E13000001,Inner London,E09000001,City of London,15-hour entitlement,4-year-olds,36,104,34.5,,3,8.3
2020-01-01,Local authority,E12000009,South West,E06000052,Cornwall,15-hour entitlement,4-year-olds,5665,5931,95.5,,357,6.3
2020-01-01,Local authority,E12000001,North East,E06000047,County Durham,15-hour entitlement,4-year-olds,5432,5552,97.8,,499,9.2
2020-01-01,Local authority,E12000005,West Midlands,E08000026,Coventry,15-hour entitlement,4-year-olds,4305,4681,92.0,,355,8.2
2020-01-01,Local authority,E13000002,Outer London,E09000008,Croydon,15-hour entitlement,4-year-olds,4932,5593,88.2,,428,8.7
2020-01-01,Local authority,E12000002,North West,E10000006,Cumbria,15-hour entitlement,4-year-olds,4959,4984,99.5,,443,8.9
2020-01-01,Local authority,E12000001,North East,E06000005,Darlington,15-hour entitlement,4-year-olds,1191,1216,98.0,,115,9.7
2020-01-01,Local authority,E12000004,East Midlands,E06000015,Derby,15-hour entitlement,4-year-olds,3270,3372,97.0,,392,12.0
2020-01-01,Local authority,E12000004,East Midlands,E10000007,Derbyshire,15-hour entitlement,4-year-olds,8199,8373,97.9,,793,9.7
2020-01-01,Local authority,E12000009,South West,E10000008,Devon,15-hour entitlement,4-year-olds,7829,7875,99.4,,753,9.6
2020-01-01,Local authority,E12000003,Yorkshire and The Humber,E08000017,Doncaster,15-hour entitlement,4-year-olds,3583,3727,96.1,,268,7.5
2020-01-01,Local authority,E12000009,South West,E06000059,Dorset,15-hour entitlement,4-year-olds,3389,3460,97.9,,361,10.7
2020-01-01,Local authority,E12000005,West Midlands,E08000027,Dudley,15-hour entitlement,4-year-olds,3664,3830,95.7,,412,11.2
2020-01-01,Local authority,E13000002,Outer London,E09000009,Ealing,15-hour entitlement,4-year-olds,4416,4889,90.3,,448,10.1
2020-01-01,Local authority,E12000003,Yorkshire and The Humber,E06000011,East Riding of Yorkshire,15-hour entitlement,4-year-olds,3355,3308,101.4,,220,6.6
