time_period,geographic_level,region_code,region_name,new_la_code,la_name,entitlement_type,age,number_children_sen,percentage_children_sen
2024-01-01,Local authority,E12000003,Yorkshire and The Humber,E06000011,East Riding of Yorkshire,30-hour entitlement,3 and 4-year-olds,108,4
2024-01-01,Local authority,E12000003,Yorkshire and The Humber,E06000010,"Kingston upon Hull, City of",15-hour entitlement,3-year-olds,304,10.7
2024-01-01,Local authority,E12000003,Yorkshire and The Humber,E06000010,"Kingston upon Hull, City of",15-hour entitlement,4-year-olds,457,15.3
2024-01-01,Local authority,E12000003,Yorkshire and The Humber,E06000010,"Kingston upon Hull, City of",15-hour entitlement,3 and 4-year-olds,761,13.1
2024-01-01,Local authority,E12000003,Yorkshire and The Humber,E06000010,"Kingston upon Hull, City of",30-hour entitlement,3-year-olds,77,7.4
2024-01-01,Local authority,E12000003,Yorkshire and The Humber,E06000010,"Kingston upon Hull, City of",30-hour entitlement,4-year-olds,30,7.8
2024-01-01,Local authority,E12000003,Yorkshire and The Humber,E06000010,"Kingston upon Hull, City of",30-hour entitlement,3 and 4-year-olds,107,7.5
2024-01-01,Local authority,E12000003,Yorkshire and The Humber,E08000034,Kirklees,15-hour entitlement,3-year-olds,262,5.8
2024-01-01,Local authority,E12000003,Yorkshire and The Humber,E08000034,Kirklees,15-hour entitlement,4-year-olds,574,11.7
2024-01-01,Local authority,E12000003,Yorkshire and The Humber,E08000034,Kirklees,15-hour entitlement,3 and 4-year-olds,836,8.9
2024-01-01,Local authority,E12000003,Yorkshire and The Humber,E08000034,Kirklees,30-hour entitlement,3-year-olds,95,4.4
2024-01-01,Local authority,E12000003,Yorkshire and The Humber,E08000034,Kirklees,30-hour entitlement,4-year-olds,43,4.9
2024-01-01,Local authority,E12000003,Yorkshire and The Humber,E08000034,Kirklees,30-hour entitlement,3 and 4-year-olds,138,4.5
2024-01-01,Local authority,E12000003,Yorkshire and The Humber,E08000035,Leeds,15-hour entitlement,3-year-olds,710,8.3
2024-01-01,Local authority,E12000003,Yorkshire and The Humber,E08000035,Leeds,15-hour entitlement,4-year-olds,1334,14.5
2024-01-01,Local authority,E12000003,Yorkshire and The Humber,E08000035,Leeds,15-hour entitlement,3 and 4-year-olds,2044,11.5
2024-01-01,Local authority,E12000003,Yorkshire and The Humber,E08000035,Leeds,30-hour entitlement,3-year-olds,257,6.2
2024-01-01,Local authority,E12000003,Yorkshire and The Humber,E08000035,Leeds,30-hour entitlement,4-year-olds,132,8.3
2024-01-01,Local authority,E12000003,Yorkshire and The Humber,E08000035,Leeds,30-hour entitlement,3 and 4-year-olds,389,6.8
2024-01-01,Local authority,E12000003,Yorkshire and The Humber,E06000012,North East Lincolnshire,15-hour entitlement,3-year-olds,41,2.7
2024-01-01,Local authority,E12000003,Yorkshire and The Humber,E06000012,North East Lincolnshire,15-hour entitlement,4-year-olds,188,11.1
2024-01-01,Local authority,E12000003,Yorkshire and The Humber,E06000012,North East Lincolnshire,15-hour entitlement,3 and 4-year-olds,229,7.1
2024-01-01,Local authority,E12000003,Yorkshire and The Humber,E06000012,North East Lincolnshire,30-hour entitlement,3-year-olds,8,1.2
2024-01-01,Local authority,E12000003,Yorkshire and The Humber,E06000012,North East Lincolnshire,30-hour entitlement,4-year-olds,16,5.6
2024-01-01,Local authority,E12000003,Yorkshire and The Humber,E06000012,North East Lincolnshire,30-hour entitlement,3 and 4-year-olds,24,2.5
2024-01-01,Local authority,E12000003,Yorkshire and The Humber,E06000013,North Lincolnshire,15-hour entitlement,3-year-olds,105,7
2024-01-01,Local authority,E12000003,Yorkshire and The Humber,E06000013,North Lincolnshire,15-hour entitlement,4-year-olds,168,10.1
2024-01-01,Local authority,E12000003,Yorkshire and The Humber,E06000013,North Lincolnshire,15-hour entitlement,3 and 4-year-olds,273,8.6
2024-01-01,Local authority,E12000003,Yorkshire and The Humber,E06000013,North Lincolnshire,30-hour entitlement,3-year-olds,37,4.9
2024-01-01,Local authority,E12000003,Yorkshire and The Humber,E06000013,North Lincolnshire,30-hour entitlement,4-year-olds,14,4.5
2024-01-01,Local authority,E12000003,Yorkshire and The Humber,E06000013,North Lincolnshire,30-hour entitlement,3 and 4-year-olds,51,4.8
2024-01-01,Local authority,E12000003,Yorkshire and The Humber,E10000023,North Yorkshire,15-hour entitlement,3-year-olds,166,3
2024-01-01,Local authority,E12000003,Yorkshire and The Humber,E10000023,North Yorkshire,15-hour entitlement,4-year-olds,447,8.1
2024-01-01,Local authority,E12000003,Yorkshire and The Humber,E10000023,North Yorkshire,15-hour entitlement,3 and 4-year-olds,613,5.6
2024-01-01,Local authority,E12000003,Yorkshire and The Humber,E10000023,North Yorkshire,30-hour entitlement,3-year-olds,79,2.3
2024-01-01,Local authority,E12000003,Yorkshire and The Humber,E10000023,North Yorkshire,30-hour entitlement,4-year-olds,48,3.8
2024-01-01,Local authority,E12000003,Yorkshire and The Humber,E10000023,North Yorkshire,30-hour entitlement,3 and 4-year-olds,127,2.7
2024-01-01,Local authority,E12000003,Yorkshire and The Humber,E08000018,Rotherham,15-hour entitlement,3-year-olds,199,7.3
2024-01-01,Local authority,E12000003,Yorkshire and The Humber,E08000018,Rotherham,15-hour entitlement,4-year-olds,464,15.7
2024-01-01,Local authority,E12000003,Yorkshire and The Humber,E08000018,Rotherham,15-hour entitlement,3 and 4-year-olds,663,11.7
2024-01-01,Local authority,E12000003,Yorkshire and The Humber,E08000018,Rotherham,30-hour entitlement,3-year-olds,75,5.2
2024-01-01,Local authority,E12000003,Yorkshire and The Humber,E08000018,Rotherham,30-hour entitlement,4-year-olds,34,6.5
2024-01-01,Local authority,E12000003,Yorkshire and The Humber,E08000018,Rotherham,30-hour entitlement,3 and 4-year-olds,109,5.6
2024-01-01,Local authority,E12000003,Yorkshire and The Humber,E08000019,Sheffield,15-hour entitlement,3-year-olds,349,6.1
2024-01-01,Local authority,E12000003,Yorkshire and The Humber,E08000019,Sheffield,15-hour entitlement,4-year-olds,841,14
2024-01-01,Local authority,E12000003,Yorkshire and The Humber,E08000019,Sheffield,15-hour entitlement,3 and 4-year-olds,1190,10.2
2024-01-01,Local authority,E12000003,Yorkshire and The Humber,E08000019,Sheffield,30-hour entitlement,3-year-olds,63,2.6
2024-01-01,Local authority,E12000003,Yorkshire and The Humber,E08000019,Sheffield,30-hour entitlement,4-year-olds,53,5.4
2024-01-01,Local authority,E12000003,Yorkshire and The Humber,E08000019,Sheffield,30-hour entitlement,3 and 4-year-olds,116,3.4
2024-01-01,Local authority,E12000003,Yorkshire and The Humber,E08000036,Wakefield,15-hour entitlement,3-year-olds,232,6.2
2024-01-01,Local authority,E12000003,Yorkshire and The Humber,E08000036,Wakefield,15-hour entitlement,4-year-olds,503,12.4
2024-01-01,Local authority,E12000003,Yorkshire and The Humber,E08000036,Wakefield,15-hour entitlement,3 and 4-year-olds,735,9.4
2024-01-01,Local authority,E12000003,Yorkshire and The Humber,E08000036,Wakefield,30-hour entitlement,3-year-olds,49,2.9
2024-01-01,Local authority,E12000003,Yorkshire and The Humber,E08000036,Wakefield,30-hour entitlement,4-year-olds,28,3.9
2024-01-01,Local authority,E12000003,Yorkshire and The Humber,E08000036,Wakefield,30-hour entitlement,3 and 4-year-olds,77,3.2
2024-01-01,Local authority,E12000003,Yorkshire and The Humber,E06000014,York,15-hour entitlement,3-year-olds,37,2.1
2024-01-01,Local authority,E12000003,Yorkshire and The Humber,E06000014,York,15-hour entitlement,4-year-olds,117,6.8
2024-01-01,Local authority,E12000003,Yorkshire and The Humber,E06000014,York,15-hour entitlement,3 and 4-year-olds,154,4.4
2024-01-01,Local authority,E12000003,Yorkshire and The Humber,E06000014,York,30-hour entitlement,3-year-olds,18,1.7
2024-01-01,Local authority,E12000003,Yorkshire and The Humber,E06000014,York,30-hour entitlement,4-year-olds,20,5
2024-01-01,Local authority,E12000003,Yorkshire and The Humber,E06000014,York,30-hour entitlement,3 and 4-year-olds,38,2.6
2024-01-01,Local authority,E12000004,East Midlands,E06000015,Derby,15-hour entitlement,3-year-olds,350,12.4
2024-01-01,Local authority,E12000004,East Midlands,E06000015,Derby,15-hour entitlement,4-year-olds,507,16.2
2024-01-01,Local authority,E12000004,East Midlands,E06000015,Derby,15-hour entitlement,3 and 4-year-olds,857,14.4
2024-01-01,Local authority,E12000004,East Midlands,E06000015,Derby,30-hour entitlement,3-year-olds,81,7.2
2024-01-01,Local authority,E12000004,East Midlands,E06000015,Derby,30-hour entitlement,4-year-olds,39,8.4
2024-01-01,Local authority,E12000004,East Midlands,E06000015,Derby,30-hour entitlement,3 and 4-year-olds,120,7.5
2024-01-01,Local authority,E12000004,East Midlands,E10000007,Derbyshire,15-hour entitlement,3-year-olds,353,4.9
2024-01-01,Local authority,E12000004,East Midlands,E10000007,Derbyshire,15-hour entitlement,4-year-olds,962,12.4
2024-01-01,Local authority,E12000004,East Midlands,E10000007,Derbyshire,15-hour entitlement,3 and 4-year-olds,1315,8.8
2024-01-01,Local authority,E12000004,East Midlands,E10000007,Derbyshire,30-hour entitlement,3-year-olds,105,2.6
2024-01-01,Local authority,E12000004,East Midlands,E10000007,Derbyshire,30-hour entitlement,4-year-olds,79,5.1
2024-01-01,Local authority,E12000004,East Midlands,E10000007,Derbyshire,30-hour entitlement,3 and 4-year-olds,184,3.3
2024-01-01,Local authority,E12000004,East Midlands,E06000016,Leicester,15-hour entitlement,3-year-olds,148,3.5
2024-01-01,Local authority,E12000004,East Midlands,E06000016,Leicester,15-hour entitlement,4-year-olds,497,10.9
2024-01-01,Local authority,E12000004,East Midlands,E06000016,Leicester,15-hour entitlement,3 and 4-year-olds,645,7.4
2024-01-01,Local authority,E12000004,East Midlands,E06000016,Leicester,30-hour entitlement,3-year-olds,20,1.7
2024-01-01,Local authority,E12000004,East Midlands,E06000016,Leicester,30-hour entitlement,4-year-olds,18,3.9
2024-01-01,Local authority,E12000004,East Midlands,E06000016,Leicester,30-hour entitlement,3 and 4-year-olds,38,2.4
2024-01-01,Local authority,E12000004,East Midlands,E10000018,Leicestershire,15-hour entitlement,3-year-olds,136,2.1
2024-01-01,Local authority,E12000004,East Midlands,E10000018,Leicestershire,15-hour entitlement,4-year-olds,531,7.2
2024-01-01,Local authority,E12000004,East Midlands,E10000018,Leicestershire,15-hour entitlement,3 and 4-year-olds,667,4.8
2024-01-01,Local authority,E12000004,East Midlands,E10000018,Leicestershire,30-hour entitlement,3-year-olds,39,1
2024-01-01,Local authority,E12000004,East Midlands,E10000018,Leicestershire,30-hour entitlement,4-year-olds,30,2
2024-01-01,Local authority,E12000004,East Midlands,E10000018,Leicestershire,30-hour entitlement,3 and 4-year-olds,69,1.3
2024-01-01,Local authority,E12000004,East Midlands,E10000019,Lincolnshire,15-hour entitlement,3-year-olds,369,5.6
2024-01-01,Local authority,E12000004,East Midlands,E10000019,Lincolnshire,15-hour entitlement,4-year-olds,754,10.5
2024-01-01,Local authority,E12000004,East Midlands,E10000019,Lincolnshire,15-hour entitlement,3 and 4-year-olds,1123,8.2
2024-01-01,Local authority,E12000004,East Midlands,E10000019,Lincolnshire,30-hour entitlement,3-year-olds,137,3.9
2024-01-01,Local authority,E12000004,East Midlands,E10000019,Lincolnshire,30-hour entitlement,4-year-olds,82,6.2
2024-01-01,Local authority,E12000004,East Midlands,E10000019,Lincolnshire,30-hour entitlement,3 and 4-year-olds,219,4.5
2024-01-01,Local authority,E12000004,East Midlands,E06000061,North Northamptonshire,15-hour entitlement,3-year-olds,342,9.8
2024-01-01,Local authority,E12000004,East Midlands,E06000061,North Northamptonshire,15-hour entitlement,4-year-olds,486,12.2
2024-01-01,Local authority,E12000004,East Midlands,E06000061,North Northamptonshire,15-hour entitlement,3 and 4-year-olds,828,11.1
2024-01-01,Local authority,E12000004,East Midlands,E06000061,North Northamptonshire,30-hour entitlement,3-year-olds,150,8.2
2024-01-01,Local authority,E12000004,East Midlands,E06000061,North Northamptonshire,30-hour entitlement,4-year-olds,66,8.9
2024-01-01,Local authority,E12000004,East Midlands,E06000061,North Northamptonshire,30-hour entitlement,3 and 4-year-olds,216,8.4
2024-01-01,Local authority,E12000004,East Midlands,E06000018,Nottingham,15-hour entitlement,3-year-olds,130,4.1
2024-01-01,Local authority,E12000004,East Midlands,E06000018,Nottingham,15-hour entitlement,4-year-olds,389,10.9
2024-01-01,Local authority,E12000004,East Midlands,E06000018,Nottingham,15-hour entitlement,3 and 4-year-olds,519,7.7
2024-01-01,Local authority,E12000004,East Midlands,E06000018,Nottingham,30-hour entitlement,3-year-olds,18,1.8
2024-01-01,Local authority,E12000004,East Midlands,E06000018,Nottingham,30-hour entitlement,4-year-olds,17,4.1
2024-01-01,Local authority,E12000004,East Midlands,E06000018,Nottingham,30-hour entitlement,3 and 4-year-olds,35,2.4
2024-01-01,Local authority,E12000004,East Midlands,E10000024,Nottinghamshire,15-hour entitlement,3-year-olds,270,3.3
2024-01-01,Local authority,E12000004,East Midlands,E10000024,Nottinghamshire,15-hour entitlement,4-year-olds,716,8.2
2024-01-01,Local authority,E12000004,East Midlands,E10000024,Nottinghamshire,15-hour entitlement,3 and 4-year-olds,986,5.8
2024-01-01,Local authority,E12000004,East Midlands,E10000024,Nottinghamshire,30-hour entitlement,3-year-olds,97,2.1
2024-01-01,Local authority,E12000004,East Midlands,E10000024,Nottinghamshire,30-hour entitlement,4-year-olds,58,3.2
2024-01-01,Local authority,E12000004,East Midlands,E10000024,Nottinghamshire,30-hour entitlement,3 and 4-year-olds,155,2.4
2024-01-01,Local authority,E12000004,East Midlands,E06000017,Rutland,15-hour entitlement,3-year-olds,7,2.8
2024-01-01,Local authority,E12000004,East Midlands,E06000017,Rutland,15-hour entitlement,4-year-olds,26,8.1
2024-01-01,Local authority,E12000004,East Midlands,E06000017,Rutland,15-hour entitlement,3 and 4-year-olds,33,5.7
2024-01-01,Local authority,E12000004,East Midlands,E06000017,Rutland,30-hour entitlement,3-year-olds,2,1.3
2024-01-01,Local authority,E12000004,East Midlands,E06000017,Rutland,30-hour entitlement,4-year-olds,2,3
2024-01-01,Local authority,E12000004,East Midlands,E06000017,Rutland,30-hour entitlement,3 and 4-year-olds,4,1.8
2024-01-01,Local authority,E12000004,East Midlands,E06000062,West Northamptonshire,15-hour entitlement,3-year-olds,305,7.2
2024-01-01,Local authority,E12000004,East Midlands,E06000062,West Northamptonshire,15-hour entitlement,4-year-olds,493,10.3
2024-01-01,Local authority,E12000004,East Midlands,E06000062,West Northamptonshire,15-hour entitlement,3 and 4-year-olds,798,8.8
2024-01-01,Local authority,E12000004,East Midlands,E06000062,West Northamptonshire,30-hour entitlement,3-year-olds,137,6
2024-01-01,Local authority,E12000004,East Midlands,E06000062,West Northamptonshire,30-hour entitlement,4-year-olds,72,7.8
2024-01-01,Local authority,E12000004,East Midlands,E06000062,West Northamptonshire,30-hour entitlement,3 and 4-year-olds,209,6.5
2024-01-01,Local authority,E12000005,West Midlands,E08000025,Birmingham,15-hour entitlement,3-year-olds,1297,10
2024-01-01,Local authority,E12000005,West Midlands,E08000025,Birmingham,15-hour entitlement,4-year-olds,2154,14.9
2024-01-01,Local authority,E12000005,West Midlands,E08000025,Birmingham,15-hour entitlement,3 and 4-year-olds,3451,12.6
2024-01-01,Local authority,E12000005,West Midlands,E08000025,Birmingham,30-hour entitlement,3-year-olds,332,8.5
2024-01-01,Local authority,E12000005,West Midlands,E08000025,Birmingham,30-hour entitlement,4-year-olds,145,9.4
2024-01-01,Local authority,E12000005,West Midlands,E08000025,Birmingham,30-hour entitlement,3 and 4-year-olds,477,8.8
2024-01-01,Local authority,E12000005,West Midlands,E08000026,Coventry,15-hour entitlement,3-year-olds,196,5
2024-01-01,Local authority,E12000005,West Midlands,E08000026,Coventry,15-hour entitlement,4-year-olds,571,13.1
2024-01-01,Local authority,E12000005,West Midlands,E08000026,Coventry,15-hour entitlement,3 and 4-year-olds,767,9.3
2024-01-01,Local authority,E12000005,West Midlands,E08000026,Coventry,30-hour entitlement,3-year-olds,30,2
2024-01-01,Local authority,E12000005,West Midlands,E08000026,Coventry,30-hour entitlement,4-year-olds,20,3.4
2024-01-01,Local authority,E12000005,West Midlands,E08000026,Coventry,30-hour entitlement,3 and 4-year-olds,50,2.4
2024-01-01,Local authority,E12000005,West Midlands,E08000027,Dudley,15-hour entitlement,3-year-olds,148,4.6
2024-01-01,Local authority,E12000005,West Midlands,E08000027,Dudley,15-hour entitlement,4-year-olds,478,13.5
2024-01-01,Local authority,E12000005,West Midlands,E08000027,Dudley,15-hour entitlement,3 and 4-year-olds,626,9.2
2024-01-01,Local authority,E12000005,West Midlands,E08000027,Dudley,30-hour entitlement,3-year-olds,23,1.6
2024-01-01,Local authority,E12000005,West Midlands,E08000027,Dudley,30-hour entitlement,4-year-olds,26,5.1
2024-01-01,Local authority,E12000005,West Midlands,E08000027,Dudley,30-hour entitlement,3 and 4-year-olds,49,2.6
