time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,new_la_code,la_name,entitlement_type,pvi_provider_type_group,pvi_provider_type,number_providers,number_providers_graduate_staff,percentage_providers_graduate_staff,number_children,number_children_providers_graduate_staff,percentage_children_providers_graduate_staff
2024,Reporting year,Local authority,E92000001,England,E12000006,East of England,873,E10000003,Cambridgeshire,15-hour entitlement,Total,Total,450,82,18,7588,1751,23
2024,Reporting year,Local authority,E92000001,England,E12000006,East of England,873,E10000003,Cambridgeshire,30-hour entitlement,Total,Total,413,73,18,3786,887,23
2024,Reporting year,Local authority,E92000001,England,E12000006,East of England,823,E06000056,Central Bedfordshire,15-hour entitlement,Total,Total,204,56,27,2718,1452,53
2024,Reporting year,Local authority,E92000001,England,E12000006,East of England,823,E06000056,Central Bedfordshire,30-hour entitlement,Total,Total,196,51,26,1716,885,52
2024,Reporting year,Local authority,E92000001,England,E12000006,East of England,881,E10000012,Essex,15-hour entitlement,Total,Total,942,329,35,20686,9774,47
2024,Reporting year,Local authority,E92000001,England,E12000006,East of England,881,E10000012,Essex,30-hour entitlement,Total,Total,855,295,35,8847,4392,50
2024,Reporting year,Local authority,E92000001,England,E12000006,East of England,919,E10000015,Hertfordshire,15-hour entitlement,Total,Total,812,283,35,11815,5570,47
2024,Reporting year,Local authority,E92000001,England,E12000006,East of England,919,E10000015,Hertfordshire,30-hour entitlement,Total,Total,796,259,33,5575,2630,47
2024,Reporting year,Local authority,E92000001,England,E12000006,East of England,821,E06000032,Luton,15-hour entitlement,Total,Total,100,36,36,3506,1545,44
2024,Reporting year,Local authority,E92000001,England,E12000006,East of England,821,E06000032,Luton,30-hour entitlement,Total,Total,93,33,35,818,352,43
2024,Reporting year,Local authority,E92000001,England,E12000006,East of England,926,E10000020,Norfolk,15-hour entitlement,Total,Total,459,177,39,9015,4903,54
2024,Reporting year,Local authority,E92000001,England,E12000006,East of England,926,E10000020,Norfolk,30-hour entitlement,Total,Total,414,160,39,4219,2419,57
2024,Reporting year,Local authority,E92000001,England,E12000006,East of England,874,E06000031,Peterborough,15-hour entitlement,Total,Total,158,25,16,3566,965,27
2024,Reporting year,Local authority,E92000001,England,E12000006,East of England,874,E06000031,Peterborough,30-hour entitlement,Total,Total,148,25,17,1418,370,26
2024,Reporting year,Local authority,E92000001,England,E12000006,East of England,882,E06000033,Southend-on-Sea,15-hour entitlement,Total,Total,106,28,26,1903,870,46
2024,Reporting year,Local authority,E92000001,England,E12000006,East of England,882,E06000033,Southend-on-Sea,30-hour entitlement,Total,Total,98,28,29,807,379,47
2024,Reporting year,Local authority,E92000001,England,E12000006,East of England,935,E10000029,Suffolk,15-hour entitlement,Total,Total,374,160,43,8189,4223,52
2024,Reporting year,Local authority,E92000001,England,E12000006,East of England,935,E10000029,Suffolk,30-hour entitlement,Total,Total,352,146,41,3723,1925,52
2024,Reporting year,Local authority,E92000001,England,E12000006,East of England,883,E06000034,Thurrock,15-hour entitlement,Total,Total,108,39,36,2193,813,37
2024,Reporting year,Local authority,E92000001,England,E12000006,East of England,883,E06000034,Thurrock,30-hour entitlement,Total,Total,104,40,38,933,363,39
2024,Reporting year,Local authority,E92000001,England,E12000008,South East,867,E06000036,Bracknell Forest,15-hour entitlement,Total,Total,96,14,15,1328,410,31
2024,Reporting year,Local authority,E92000001,England,E12000008,South East,867,E06000036,Bracknell Forest,30-hour entitlement,Total,Total,91,13,14,665,223,34
2024,Reporting year,Local authority,E92000001,England,E12000008,South East,846,E06000043,Brighton and Hove,15-hour entitlement,Total,Total,122,75,61,3006,2185,73
2024,Reporting year,Local authority,E92000001,England,E12000008,South East,846,E06000043,Brighton and Hove,30-hour entitlement,Total,Total,109,66,61,1367,967,71
2024,Reporting year,Local authority,E92000001,England,E12000008,South East,825,E06000060,Buckinghamshire,15-hour entitlement,Total,Total,374,109,29,6131,2493,41
2024,Reporting year,Local authority,E92000001,England,E12000008,South East,825,E06000060,Buckinghamshire,30-hour entitlement,Total,Total,344,97,28,2900,1179,41
2024,Reporting year,Local authority,E92000001,England,E12000008,South East,845,E10000011,East Sussex,15-hour entitlement,Total,Total,247,106,43,6003,3222,54
2024,Reporting year,Local authority,E92000001,England,E12000008,South East,845,E10000011,East Sussex,30-hour entitlement,Total,Total,223,93,42,2466,1398,57
2024,Reporting year,Local authority,E92000001,England,E12000008,South East,850,E10000014,Hampshire,15-hour entitlement,Total,Total,986,319,32,18968,8512,45
2024,Reporting year,Local authority,E92000001,England,E12000008,South East,850,E10000014,Hampshire,30-hour entitlement,Total,Total,946,284,30,9811,4406,45
2024,Reporting year,Local authority,E92000001,England,E12000008,South East,921,E06000046,Isle of Wight,15-hour entitlement,Total,Total,59,24,41,1556,699,45
2024,Reporting year,Local authority,E92000001,England,E12000008,South East,921,E06000046,Isle of Wight,30-hour entitlement,Total,Total,61,25,41,694,284,41
2024,Reporting year,Local authority,E92000001,England,E12000008,South East,886,E10000016,Kent,15-hour entitlement,Total,Total,988,382,39,22070,12325,56
2024,Reporting year,Local authority,E92000001,England,E12000008,South East,886,E10000016,Kent,30-hour entitlement,Total,Total,890,329,37,8732,4885,56
2024,Reporting year,Local authority,E92000001,England,E12000008,South East,887,E06000035,Medway,15-hour entitlement,Total,Total,170,37,22,3548,1330,37
2024,Reporting year,Local authority,E92000001,England,E12000008,South East,887,E06000035,Medway,30-hour entitlement,Total,Total,163,36,22,1667,600,36
2024,Reporting year,Local authority,E92000001,England,E12000008,South East,826,E06000042,Milton Keynes,15-hour entitlement,Total,Total,173,7,4,3766,211,6
2024,Reporting year,Local authority,E92000001,England,E12000008,South East,826,E06000042,Milton Keynes,30-hour entitlement,Total,Total,152,6,4,1456,98,7
2024,Reporting year,Local authority,E92000001,England,E12000008,South East,931,E10000025,Oxfordshire,15-hour entitlement,Total,Total,412,138,33,6625,3041,46
2024,Reporting year,Local authority,E92000001,England,E12000008,South East,931,E10000025,Oxfordshire,30-hour entitlement,Total,Total,369,120,33,3416,1599,47
2024,Reporting year,Local authority,E92000001,England,E12000008,South East,851,E06000044,Portsmouth,15-hour entitlement,Total,Total,124,45,36,3022,1399,46
2024,Reporting year,Local authority,E92000001,England,E12000008,South East,851,E06000044,Portsmouth,30-hour entitlement,Total,Total,115,43,37,1378,625,45
2024,Reporting year,Local authority,E92000001,England,E12000008,South East,870,E06000038,Reading,15-hour entitlement,Total,Total,86,28,33,1602,656,41
2024,Reporting year,Local authority,E92000001,England,E12000008,South East,870,E06000038,Reading,30-hour entitlement,Total,Total,78,25,32,710,306,43
2024,Reporting year,Local authority,E92000001,England,E12000008,South East,871,E06000039,Slough,15-hour entitlement,Total,Total,62,17,27,1436,483,34
2024,Reporting year,Local authority,E92000001,England,E12000008,South East,871,E06000039,Slough,30-hour entitlement,Total,Total,58,15,26,491,155,32
2024,Reporting year,Local authority,E92000001,England,E12000008,South East,852,E06000045,Southampton,15-hour entitlement,Total,Total,129,47,36,3168,1739,55
2024,Reporting year,Local authority,E92000001,England,E12000008,South East,852,E06000045,Southampton,30-hour entitlement,Total,Total,126,45,36,1313,756,58
2024,Reporting year,Local authority,E92000001,England,E12000008,South East,936,E10000030,Surrey,15-hour entitlement,Total,Total,790,309,39,14321,8053,56
2024,Reporting year,Local authority,E92000001,England,E12000008,South East,936,E10000030,Surrey,30-hour entitlement,Total,Total,742,270,36,5717,2900,51
2024,Reporting year,Local authority,E92000001,England,E12000008,South East,869,E06000037,West Berkshire,15-hour entitlement,Total,Total,102,26,25,1679,847,50
2024,Reporting year,Local authority,E92000001,England,E12000008,South East,869,E06000037,West Berkshire,30-hour entitlement,Total,Total,98,27,28,911,406,45
2024,Reporting year,Local authority,E92000001,England,E12000008,South East,938,E10000032,West Sussex,15-hour entitlement,Total,Total,561,233,42,11755,6725,57
2024,Reporting year,Local authority,E92000001,England,E12000008,South East,938,E10000032,West Sussex,30-hour entitlement,Total,Total,545,223,41,5593,3316,59
2024,Reporting year,Local authority,E92000001,England,E12000008,South East,868,E06000040,Windsor and Maidenhead,15-hour entitlement,Total,Total,109,45,41,1797,1040,58
2024,Reporting year,Local authority,E92000001,England,E12000008,South East,868,E06000040,Windsor and Maidenhead,30-hour entitlement,Total,Total,97,37,38,718,357,50
2024,Reporting year,Local authority,E92000001,England,E12000008,South East,872,E06000041,Wokingham,15-hour entitlement,Total,Total,121,47,39,2014,1298,64
2024,Reporting year,Local authority,E92000001,England,E12000008,South East,872,E06000041,Wokingham,30-hour entitlement,Total,Total,106,36,34,882,485,55
2024,Reporting year,Local authority,E92000001,England,E12000009,South West,800,E06000022,Bath and North East Somerset,15-hour entitlement,Total,Total,109,48,44,2231,1498,67
2024,Reporting year,Local authority,E92000001,England,E12000009,South West,800,E06000022,Bath and North East Somerset,30-hour entitlement,Total,Total,102,46,45,1161,778,67
2024,Reporting year,Local authority,E92000001,England,E12000009,South West,839,E06000058,"Bournemouth, Christchurch and Poole",15-hour entitlement,Total,Total,227,94,41,4884,2537,52
2024,Reporting year,Local authority,E92000001,England,E12000009,South West,839,E06000058,"Bournemouth, Christchurch and Poole",30-hour entitlement,Total,Total,217,90,41,2410,1288,53
2024,Reporting year,Local authority,E92000001,England,E12000009,South West,801,E06000023,"Bristol, City of",15-hour entitlement,Total,Total,209,64,31,4064,1691,42
2024,Reporting year,Local authority,E92000001,England,E12000009,South West,801,E06000023,"Bristol, City of",30-hour entitlement,Total,Total,179,58,32,2361,922,39
2024,Reporting year,Local authority,E92000001,England,E12000009,South West,908,E06000052,Cornwall,15-hour entitlement,Total,Total,306,132,43,5452,3025,55
2024,Reporting year,Local authority,E92000001,England,E12000009,South West,908,E06000052,Cornwall,30-hour entitlement,Total,Total,294,125,43,2914,1623,56
2024,Reporting year,Local authority,E92000001,England,E12000009,South West,878,E10000008,Devon,15-hour entitlement,Total,Total,446,170,38,7294,3637,50
2024,Reporting year,Local authority,E92000001,England,E12000009,South West,878,E10000008,Devon,30-hour entitlement,Total,Total,420,158,38,4128,2192,53
2024,Reporting year,Local authority,E92000001,England,E12000009,South West,838,E06000059,Dorset,15-hour entitlement,Total,Total,216,81,38,3930,1979,50
2024,Reporting year,Local authority,E92000001,England,E12000009,South West,838,E06000059,Dorset,30-hour entitlement,Total,Total,201,79,39,1986,1028,52
2024,Reporting year,Local authority,E92000001,England,E12000009,South West,916,E10000013,Gloucestershire,15-hour entitlement,Total,Total,450,41,9,8612,1183,14
2024,Reporting year,Local authority,E92000001,England,E12000009,South West,916,E10000013,Gloucestershire,30-hour entitlement,Total,Total,413,39,9,4353,640,15
2024,Reporting year,Local authority,E92000001,England,E12000009,South West,420,E06000053,Isles of Scilly,15-hour entitlement,Total,Total,2,2,100,19,19,100
2024,Reporting year,Local authority,E92000001,England,E12000009,South West,420,E06000053,Isles of Scilly,30-hour entitlement,Total,Total,1,1,100,8,8,100
2024,Reporting year,Local authority,E92000001,England,E12000009,South West,802,E06000024,North Somerset,15-hour entitlement,Total,Total,151,62,41,2640,1492,57
2024,Reporting year,Local authority,E92000001,England,E12000009,South West,802,E06000024,North Somerset,30-hour entitlement,Total,Total,139,52,37,1431,783,55
2024,Reporting year,Local authority,E92000001,England,E12000009,South West,879,E06000026,Plymouth,15-hour entitlement,Total,Total,105,45,43,2777,1587,57
2024,Reporting year,Local authority,E92000001,England,E12000009,South West,879,E06000026,Plymouth,30-hour entitlement,Total,Total,96,41,43,1347,818,61
2024,Reporting year,Local authority,E92000001,England,E12000009,South West,933,E10000027,Somerset,15-hour entitlement,Total,Total,311,138,44,6226,3615,58
2024,Reporting year,Local authority,E92000001,England,E12000009,South West,933,E10000027,Somerset,30-hour entitlement,Total,Total,284,129,45,3135,1894,60
2024,Reporting year,Local authority,E92000001,England,E12000009,South West,803,E06000025,South Gloucestershire,15-hour entitlement,Total,Total,189,71,38,4322,2282,53
2024,Reporting year,Local authority,E92000001,England,E12000009,South West,803,E06000025,South Gloucestershire,30-hour entitlement,Total,Total,182,67,37,2405,1310,54
2024,Reporting year,Local authority,E92000001,England,E12000009,South West,866,E06000030,Swindon,15-hour entitlement,Total,Total,156,45,29,2350,1436,61
2024,Reporting year,Local authority,E92000001,England,E12000009,South West,866,E06000030,Swindon,30-hour entitlement,Total,Total,145,42,29,1159,681,59
2024,Reporting year,Local authority,E92000001,England,E12000009,South West,880,E06000027,Torbay,15-hour entitlement,Total,Total,58,15,26,1013,473,47
2024,Reporting year,Local authority,E92000001,England,E12000009,South West,880,E06000027,Torbay,30-hour entitlement,Total,Total,55,15,27,498,241,48
2024,Reporting year,Local authority,E92000001,England,E12000009,South West,865,E06000054,Wiltshire,15-hour entitlement,Total,Total,421,130,31,7049,3249,46
2024,Reporting year,Local authority,E92000001,England,E12000009,South West,865,E06000054,Wiltshire,30-hour entitlement,Total,Total,397,120,30,3733,1735,46
2024,Reporting year,Local authority,E92000001,England,E13000001,Inner London,202,E09000007,Camden,15-hour entitlement,Total,Total,92,50,54,1511,1019,67
2024,Reporting year,Local authority,E92000001,England,E13000001,Inner London,202,E09000007,Camden,30-hour entitlement,Total,Total,61,35,57,268,182,68
2024,Reporting year,Local authority,E92000001,England,E13000001,Inner London,201,E09000001,City of London,15-hour entitlement,Total,Total,5,2,40,34,10,29
2024,Reporting year,Local authority,E92000001,England,E13000001,Inner London,201,E09000001,City of London,30-hour entitlement,Total,Total,4,2,50,11,6,55
